candidate_rank,package_name,download_count,summary,package_version_at_cutoff,package_build_at_cutoff,package_subdir,artifact_basename,artifact_sha256,repository_url,repository_mapping_source,repository_archived,snapshot_commit,primary_language,languages_json,upstream_project_id,executable_candidate,executable_confidence,interface_status,interface_evidence_json,input_families,output_families,data_requirement,provisionally_eligible,eligible_sequence,first_200_eligible,exclusion_code,review_status,notes
11,diamond,1381357,Accelerated BLAST compatible local sequence aligner.,2.2.2,he361c42_0,linux-64,linux-64/diamond-2.2.2-he361c42_0.conda,8c2412b0b504c38e24d10c10a83c5d9b2024e7a40960cb233071fb0eea56bcc1,https://github.com/bbuchfink/diamond,anaconda:dev_url,False,61701341f281be3c53b110693a2c14c59757b5da,C++,"{""C"": 504555, ""C++"": 3438424, ""CMake"": 25528, ""Dockerfile"": 526, ""PowerShell"": 2459, ""Shell"": 2638}",bbuchfink.diamond,diamond,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:diamond""]",UNKNOWN,UNKNOWN,UNKNOWN,True,6,True,,metadata_interface_reviewed,
12,bbmap,1231257,"BBMap is a short read aligner, as well as various other bioinformatic tools.",39.81,h9b5c0a0_1,linux-64,linux-64/bbmap-39.81-h9b5c0a0_1.conda,96e2ed5f82a928fe6a71893e366166390c63034b45976211cf91baf90d4e41d9,,,,,,{},,bbnorm.sh,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:bbnorm.sh""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
13,blast,1228412,BLAST+ is a new suite of BLAST tools that utilizes the NCBI C++ Toolkit.,2.17.0,h66d330f_0,linux-64,linux-64/blast-2.17.0-h66d330f_0.conda,53a319c984d8aafcf7f2d7d4c21ad2590e1bacd674443e09d79ac19694ccf99a,,,,,,{},,blastdb_aliastool;blastdbcheck;blastdbcmd;blastn;blastn_vdb;blastp;blastx;convert2blastmask;dustmasker;get_species_taxids.sh;makeblastdb;makembindex;psiblast;rpsblast;rpstblastn;segmasker;tblastn;tblastn_vdb;tblastx;update_blastdb.pl;windowmasker,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:blastdb_aliastool"", ""bioconda-meta.yaml:test.commands:blastdbcheck"", ""bioconda-meta.yaml:test.commands:blastdbcmd"", ""bioconda-meta.yaml:test.commands:blastn"", ""bioconda-meta.yaml:test.commands:blastn_vdb"", ""bioconda-meta.yaml:test.commands:blastp"", ""bioconda-meta.yaml:test.commands:blastx"", ""bioconda-meta.yaml:test.commands:convert2blastmask"", ""bioconda-meta.yaml:test.commands:dustmasker"", ""bioconda-meta.yaml:test.commands:get_species_taxids.sh"", ""bioconda-meta.yaml:test.commands:makeblastdb"", ""bioconda-meta.yaml:test.commands:makembindex"", ""bioconda-meta.yaml:test.commands:psiblast"", ""bioconda-meta.yaml:test.commands:rpsblast"", ""bioconda-meta.yaml:test.commands:rpstblastn"", ""bioconda-meta.yaml:test.commands:segmasker"", ""bioconda-meta.yaml:test.commands:tblastn"", ""bioconda-meta.yaml:test.commands:tblastn_vdb"", ""bioconda-meta.yaml:test.commands:tblastx"", ""bioconda-meta.yaml:test.commands:update_blastdb.pl"", ""bioconda-meta.yaml:test.commands:windowmasker""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
14,hmmer,1172583,Biosequence analysis using profile hidden Markov models,3.4,hb6cb901_4,linux-64,linux-64/hmmer-3.4-hb6cb901_4.tar.bz2,604f55ee1f16a9f3c2d07f90eeb4331f5b9c1dca8ed1b70e0fea3bf81b140310,,,,,,{},,alimask;esl-reformat;hmmalign;hmmbuild;hmmconvert;hmmemit;hmmpgmd;hmmpress;hmmscan;hmmsearch;hmmsim;hmmstat;jackhmmer;nhmmer;nhmmscan;phmmer,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:alimask"", ""bioconda-meta.yaml:test.commands:esl-reformat"", ""bioconda-meta.yaml:test.commands:hmmalign"", ""bioconda-meta.yaml:test.commands:hmmbuild"", ""bioconda-meta.yaml:test.commands:hmmconvert"", ""bioconda-meta.yaml:test.commands:hmmemit"", ""bioconda-meta.yaml:test.commands:hmmpgmd"", ""bioconda-meta.yaml:test.commands:hmmpress"", ""bioconda-meta.yaml:test.commands:hmmscan"", ""bioconda-meta.yaml:test.commands:hmmsearch"", ""bioconda-meta.yaml:test.commands:hmmsim"", ""bioconda-meta.yaml:test.commands:hmmstat"", ""bioconda-meta.yaml:test.commands:jackhmmer"", ""bioconda-meta.yaml:test.commands:nhmmer"", ""bioconda-meta.yaml:test.commands:nhmmscan"", ""bioconda-meta.yaml:test.commands:phmmer""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
15,peptide-shaker,1078300,Independent platform for interpretation of proteomics identification results.,3.0.11,hdfd78af_0,noarch,noarch/peptide-shaker-3.0.11-hdfd78af_0.tar.bz2,aed12a8a495e435a0e072e71f630737b9d2a8cfc55dd97a5b600e6c7cb5b9b0b,https://github.com/compomics/peptide-shaker,anaconda:dev_url,False,c052d101e303d0ce2c8621429ccd6e677467d4d7,Java,"{""HTML"": 260976, ""Java"": 5343813}",compomics.peptide-shaker,peptide-shaker,explicit_metadata,confirmed_end_user_cli,"[""repository:README:documented-command""]",UNKNOWN,UNKNOWN,UNKNOWN,True,7,True,,metadata_interface_reviewed,
16,star,963021,An RNA-seq read aligner.,2.7.11b,h5ca1c30_8,linux-64,linux-64/star-2.7.11b-h5ca1c30_8.conda,292dd41d26a78afbe27690e8b7e027da75a14c63ec546e9254c7d0c963091322,https://github.com/alexdobin/STAR,anaconda:home,False,b1edc1208d91a53bf40ebae8669f71d50b994851,C,"{""Awk"": 24345, ""C"": 2350683, ""C++"": 1211021, ""Dockerfile"": 676, ""MATLAB"": 1006, ""Makefile"": 25383, ""Roff"": 11364, ""Shell"": 295, ""TeX"": 119957}",alexdobin.star,STAR;STARlong,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:STAR"", ""bioconda-meta.yaml:test.commands:STARlong""]",UNKNOWN,UNKNOWN,UNKNOWN,True,8,True,,metadata_interface_reviewed,
17,viennarna,841634,ViennaRNA package -- RNA secondary structure prediction and comparison,2.7.2,py310pl5321h1111ac4_1,linux-64,linux-64/viennarna-2.7.2-py310pl5321h1111ac4_1.conda,6c94e1866783b86d107cc0e6502beb491ff512994b27aac77724c2dfa682d014,,,,,,{},,RNAalifold;RNAeval;RNAfold;RNAlocmin;RNAplfold;RNAplot;RNAsubopt;kinwalker,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:RNAalifold"", ""bioconda-meta.yaml:test.commands:RNAeval"", ""bioconda-meta.yaml:test.commands:RNAfold"", ""bioconda-meta.yaml:test.commands:RNAlocmin"", ""bioconda-meta.yaml:test.commands:RNAplfold"", ""bioconda-meta.yaml:test.commands:RNAplot"", ""bioconda-meta.yaml:test.commands:RNAsubopt"", ""bioconda-meta.yaml:test.commands:kinwalker""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
18,deeptools,741203,A set of user-friendly tools for normalization and visualzation of deep-sequencing data,3.5.6,pyhdfd78af_0,noarch,noarch/deeptools-3.5.6-pyhdfd78af_0.tar.bz2,a5955e9444cc59dc5a022d9bcf3cb64397375d8e85b4a810356b4d69e6845a22,https://github.com/deeptools/deepTools,anaconda:dev_url,False,ea0f68bb4a1587d713dacb3791861308751ef7d0,Python,"{""Python"": 818944, ""Shell"": 4552}",deeptools.deeptools,alignmentSieve;bamCompare;bamCoverage;bamPEFragmentSize;bigwigAverage;bigwigCompare;computeGCBias;computeMatrix;computeMatrixOperations;correctGCBias;deeptools;estimateReadFiltering;estimateScaleFactor;multiBamSummary;multiBigwigSummary;plotCorrelation;plotCoverage;plotEnrichment;plotFingerprint;plotHeatmap;plotPCA;plotProfile,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:bamCompare"", ""repository:README:documented-command"", ""repository:pyproject.toml:declared-executable:alignmentSieve"", ""repository:pyproject.toml:declared-executable:bamCompare"", ""repository:pyproject.toml:declared-executable:bamCoverage"", ""repository:pyproject.toml:declared-executable:bamPEFragmentSize"", ""repository:pyproject.toml:declared-executable:bigwigAverage"", ""repository:pyproject.toml:declared-executable:bigwigCompare"", ""repository:pyproject.toml:declared-executable:computeGCBias"", ""repository:pyproject.toml:declared-executable:computeMatrix"", ""repository:pyproject.toml:declared-executable:computeMatrixOperations"", ""repository:pyproject.toml:declared-executable:correctGCBias"", ""repository:pyproject.toml:declared-executable:deeptools"", ""repository:pyproject.toml:declared-executable:estimateReadFiltering"", ""repository:pyproject.toml:declared-executable:estimateScaleFactor"", ""repository:pyproject.toml:declared-executable:multiBamSummary"", ""repository:pyproject.toml:declared-executable:multiBigwigSummary"", ""repository:pyproject.toml:declared-executable:plotCorrelation"", ""repository:pyproject.toml:declared-executable:plotCoverage"", ""repository:pyproject.toml:declared-executable:plotEnrichment"", ""repository:pyproject.toml:declared-executable:plotFingerprint"", ""repository:pyproject.toml:declared-executable:plotHeatmap"", ""repository:pyproject.toml:declared-executable:plotPCA"", ""repository:pyproject.toml:declared-executable:plotProfile""]",UNKNOWN,UNKNOWN,UNKNOWN,True,9,True,,metadata_interface_reviewed,
19,bwa,738168,The BWA read mapper.,0.7.19,h577a1d6_1,linux-64,linux-64/bwa-0.7.19-h577a1d6_1.tar.bz2,6914985666bd9527a86a103251cd0e29667f0857b7fe0a47c55b389e3a3b37be,https://github.com/lh3/bwa,anaconda:home,False,91fb301a50e64afee7653d312a9487c2ba0d452e,C,"{""C"": 559029, ""C++"": 9718, ""JavaScript"": 36513, ""Makefile"": 3416, ""Perl"": 8106, ""Roff"": 27342, ""Shell"": 3679}",lh3.bwa,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
20,htseq,726770,HTSeq is a Python library to facilitate processing and analysis of data from high-throughput sequencing (HTS) experiments.,2.1.2,py312hcca0f9f_2,linux-64,linux-64/htseq-2.1.2-py312hcca0f9f_2.conda,278b16af6ee18a4141971fa9f05f90e2743aa463e2c8de25de652c8faed6772e,https://github.com/htseq/htseq,anaconda:dev_url,False,76723210af19d37160baa60020c7f1a16c73bc19,Python,"{""C++"": 5198, ""Cython"": 80740, ""Python"": 318348, ""SWIG"": 17001, ""Shell"": 15273}",htseq.htseq,htseq-count;htseq-count-barcodes;htseq-qa,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:htseq-count"", ""bioconda-meta.yaml:test.commands:htseq-count-barcodes"", ""bioconda-meta.yaml:test.commands:htseq-qa"", ""repository:pyproject.toml:declared-executable:htseq-count"", ""repository:pyproject.toml:declared-executable:htseq-count-barcodes"", ""repository:pyproject.toml:declared-executable:htseq-qa""]",UNKNOWN,UNKNOWN,UNKNOWN,True,10,True,,metadata_interface_reviewed,
21,pybedtools,694264,Wraps BEDTools for use in Python and adds many additional features.,0.12.0,py310h03affb9_1,linux-64,linux-64/pybedtools-0.12.0-py310h03affb9_1.conda,d8a4a2d225554eb2ced2e9fbd3f846260498aeb533e8f4ef7ac0adde427e9dcc,https://github.com/daler/pybedtools,anaconda:dev_url,False,beedab98dbd4671f7d5cc4773432bd4d5ca2737a,Python,"{""C++"": 48241, ""Cython"": 52687, ""Dockerfile"": 1843, ""HTML"": 995, ""Python"": 535887, ""Shell"": 5869}",daler.pybedtools,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",BED,BED,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
22,genenotebook,687476,A colleborative notebook for comparative genomics,0.3.2,hd63eeec_3,linux-64,linux-64/genenotebook-0.3.2-hd63eeec_3.conda,5ac63e43444d1613def8821e718b55567cb2b95399472be783d14cf013f5a191,https://github.com/genenotebook/genenotebook,bioconda:source_url,False,acbd02b0a08caf01517a765898f43116ab0d12c0,JavaScript,"{""CSS"": 16197, ""CoffeeScript"": 170747, ""HTML"": 73410, ""JavaScript"": 823112, ""Makefile"": 159, ""SCSS"": 11306, ""Shell"": 3177, ""TypeScript"": 13081}",genenotebook.genenotebook,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,UNSUPPORTED_PRIMARY_LANGUAGE,metadata_interface_reviewed,
23,raxml,654094,Phylogenetics - Randomized Axelerated Maximum Likelihood.,8.2.13,h7b50bb2_3,linux-64,linux-64/raxml-8.2.13-h7b50bb2_3.tar.bz2,2a974acb73d07dc7e142c997101f14ce865ea4b8f8fb203849002848c37171b9,https://github.com/stamatak/standard-RAxML,bioconda:source_url,False,36ec36110631c34692abcd4f24ca7b3e2fea742a,C,"{""C"": 2486038, ""Perl"": 4576, ""Shell"": 337}",stamatak.standard-raxml,raxmlHPC;raxmlHPC-AVX2;raxmlHPC-PTHREADS;raxmlHPC-PTHREADS-AVX2;raxmlHPC-PTHREADS-SSE3;raxmlHPC-SSE3,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:raxmlHPC"", ""bioconda-meta.yaml:test.commands:raxmlHPC-AVX2"", ""bioconda-meta.yaml:test.commands:raxmlHPC-PTHREADS"", ""bioconda-meta.yaml:test.commands:raxmlHPC-PTHREADS-AVX2"", ""bioconda-meta.yaml:test.commands:raxmlHPC-PTHREADS-SSE3"", ""bioconda-meta.yaml:test.commands:raxmlHPC-SSE3""]",Newick,Newick,UNKNOWN,True,11,True,,metadata_interface_reviewed,
24,ncbi-vdb,645318,SRA tools database engine.,3.4.1,hd63eeec_0,linux-64,linux-64/ncbi-vdb-3.4.1-hd63eeec_0.conda,1c876e74214ef7269de12286e1b9b370e3167c0825d215de3b81bf46f3956072,https://github.com/ncbi/ncbi-vdb,anaconda:dev_url,False,28118ec6254c1a1acbf47ecbdc775d693f178573,C,"{""C"": 24759443, ""C++"": 3937037, ""CMake"": 160953, ""Lex"": 32662, ""Makefile"": 96861, ""Perl"": 126709, ""Python"": 264537, ""Shell"": 35545, ""Yacc"": 96129}",ncbi.ncbi-vdb,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
25,perl-json-xs,643933,"JSON serialising/deserialising, done correctly and fast",4.04,pl5321h9948957_0,linux-64,linux-64/perl-json-xs-4.04-pl5321h9948957_0.conda,f16cf35917a5d75fb55cfc69d8651dc72ff4e06370142b447a4864f5de7d97c6,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
26,fasttree,638721,FastTree infers approximately-maximum-likelihood phylogenetic trees from alignments of nucleotide or protein sequences.,2.2.0,h7b50bb2_1,linux-64,linux-64/fasttree-2.2.0-h7b50bb2_1.conda,d9a6d06fab5f22e5d6a0dfcaf2d51fa07fd9b080f12794ab53e60b1ea1d3ac97,https://github.com/morgannprice/fasttree,anaconda:dev_url,False,a5a2723ea1e64faf3da7ea514521cfa348891add,C,"{""C"": 7452301, ""HTML"": 55789, ""Perl"": 48242}",morgannprice.fasttree,fasttree,explicit_metadata,confirmed_end_user_cli,"[""repository:README:documented-command""]",Newick,Newick,UNKNOWN,True,12,True,,metadata_interface_reviewed,
27,perl-io-compress,588723,IO Interface to compressed data files/buffers.,2.216,pl5321h503566f_0,linux-64,linux-64/perl-io-compress-2.216-pl5321h503566f_0.conda,5241c33cf55ba0cbfc0ccab96b4a31123761db00310eab4fedd7a95226c4fca7,https://github.com/pmqs/IO-Compress,anaconda:dev_url,False,2fa2b3ef7108939333b0d7f4da9f5868bada5a80,Perl,"{""Perl"": 1386119}",pmqs.io-compress,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
28,cyvcf2,585145,A cython wrapper around htslib built for fast parsing of Variant Call Format (VCF) files.,0.34.0,py311h7a3335f_0,linux-64,linux-64/cyvcf2-0.34.0-py311h7a3335f_0.conda,e8ae754b3ac42b522e02a24b882c4cb16f74604c064d36d4221315863b2d9403,https://github.com/brentp/cyvcf2,anaconda:dev_url,False,b8f22b53d3c97fac1f44041220af6cc3c9690f95,Cython,"{""C"": 9221, ""CMake"": 9277, ""Cython"": 107654, ""Python"": 57832, ""Shell"": 3807}",brentp.cyvcf2,cyvcf2,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:cyvcf2"", ""repository:README:documented-command"", ""repository:pyproject.toml:declared-executable:cyvcf2""]",VCF,VCF,UNKNOWN,True,13,True,,metadata_interface_reviewed,
29,snakemake-minimal,574793,A popular workflow management system aiming at full in-silico reproducibility.,9.23.1,pyhdfd78af_1,noarch,noarch/snakemake-minimal-9.23.1-pyhdfd78af_1.conda,6d7a1d2e308506e867121edb6d258dbbb359ce3287631e54601e33edb110485d,https://github.com/snakemake/snakemake,anaconda:dev_url,False,c7d1f28fb94cf5604c4dc7885ce56a3ec0c00cd5,Python,"{""C"": 1346, ""CSS"": 3033, ""Dockerfile"": 1806, ""HTML"": 13882, ""Hy"": 302, ""JavaScript"": 61418, ""Jinja"": 8562, ""Julia"": 439, ""Jupyter Notebook"": 5383, ""Makefile"": 11180, ""Mermaid"": 709, ""Python"": 1834614, ""R"": 2092, ""Rebol"": 6, ""Roff"": 6, ""Rust"": 3663, ""Shell"": 8004, ""Vim Script"": 6743, ""Xonsh"": 68}",snakemake.snakemake,snakemake,explicit_metadata,confirmed_end_user_cli,"[""repository:pyproject.toml:declared-executable:snakemake""]",UNKNOWN,UNKNOWN,UNKNOWN,True,14,True,,metadata_interface_reviewed,
30,perl-json,563260,JSON (JavaScript Object Notation) encoder/decoder,4.11,pl5321hdfd78af_0,noarch,noarch/perl-json-4.11-pl5321hdfd78af_0.conda,1c1649f491c76f4ae2984b547701df91c8abfda2e3b7b44e0c007f5e78a87c08,https://github.com/makamaka/JSON,anaconda:dev_url,False,2e2812bb38a143ef2e0a553104c0a58a693f8ca7,Perl,"{""Perl"": 275385}",makamaka.json,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
31,entrez-direct,561279,Entrez Direct (EDirect) - Access to NCBI's Entrez databases,25.3,he881be0_0,linux-64,linux-64/entrez-direct-25.3-he881be0_0.conda,f499a239d4af1c73622107468ea665e6eecf12815d9bbd7a4f80ddf50bed3599,,,,,,{},,efetch;efilter;einfo;elink;epost;esearch;esummary;rchive;transmute;xtract,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:efetch"", ""bioconda-meta.yaml:test.commands:efilter"", ""bioconda-meta.yaml:test.commands:einfo"", ""bioconda-meta.yaml:test.commands:elink"", ""bioconda-meta.yaml:test.commands:epost"", ""bioconda-meta.yaml:test.commands:esearch"", ""bioconda-meta.yaml:test.commands:esummary"", ""bioconda-meta.yaml:test.commands:rchive"", ""bioconda-meta.yaml:test.commands:transmute"", ""bioconda-meta.yaml:test.commands:xtract""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
32,dxpy,556873,"DNAnexus Platform API bindings for Python.""",0.409.0,pyhdfd78af_0,noarch,noarch/dxpy-0.409.0-pyhdfd78af_0.conda,50ea5eb925b69c4b4a14ff32d21a3d762aa235b87836f722f8536230f1052858,https://github.com/dnanexus/dx-toolkit,anaconda:dev_url,False,bc68353da08c096e63b36707dda9fee3b91d6845,Python,"{""Batchfile"": 1304, ""C"": 9503, ""C++"": 1907096, ""CMake"": 25529, ""Dockerfile"": 20080, ""Java"": 2622595, ""Makefile"": 36382, ""NSIS"": 16275, ""Nextflow"": 2761, ""PowerShell"": 3988, ""Python"": 3323874, ""R"": 546385, ""Shell"": 82300}",dnanexus.dx-toolkit,dx;dx-app-wizard;dx-build-app;dx-build-applet,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:dx"", ""bioconda-meta.yaml:test.commands:dx-app-wizard"", ""bioconda-meta.yaml:test.commands:dx-build-app"", ""bioconda-meta.yaml:test.commands:dx-build-applet""]",UNKNOWN,UNKNOWN,UNKNOWN,True,15,True,,metadata_interface_reviewed,
33,stringtie,542003,StringTie employs efficient algorithms for transcript structure recovery and abundance estimation from bulk RNA-Seq reads aligned to a reference genome.,3.0.3,h29c0135_0,linux-64,linux-64/stringtie-3.0.3-h29c0135_0.conda,7b0eda3cd9f8ccb90b62a395313f2d32feb8b8233d04cf080ea497397a4488c9,https://github.com/gpertea/stringtie,anaconda:dev_url,False,d1dc38ddb681089b2e8faaabdcfee772af6fb033,C++,"{""C"": 3624010, ""C++"": 7379702, ""M4"": 59477, ""Makefile"": 105474, ""Perl"": 122058, ""Python"": 33889, ""Roff"": 61203, ""Ruby"": 3141, ""SWIG"": 17332, ""Shell"": 46080}",gpertea.stringtie,prepDE.py;stringtie,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:prepDE.py"", ""repository:README:documented-command""]",FASTA,FASTA,UNKNOWN,True,16,True,,metadata_interface_reviewed,
34,perl-list-moreutils,528798,Provide the stuff missing in List::Util,0.430,pl5321hdfd78af_0,noarch,noarch/perl-list-moreutils-0.430-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
35,perl-list-moreutils-xs,527735,Provide the stuff missing in List::Util in XS,0.430,pl5321h7b50bb2_5,linux-64,linux-64/perl-list-moreutils-xs-0.430-pl5321h7b50bb2_5.tar.bz2,fe2d360770fe5b856ee1e625eac6b07cea386c64b0866e323c6535eb62b9ceee,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
36,perl-archive-tar,526724,Manipulates TAR archives.,3.12,pl5321hdfd78af_0,noarch,noarch/perl-archive-tar-3.12-pl5321hdfd78af_0.conda,fb56a9489a87fc238fc70da7a2329495204eec30f7a5f5af1014a6fb22b528f4,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
37,genoboo,524069,A collaborative notebook for comparative genomics (active fork of GeneNoteBook),0.4.19,hd63eeec_0,linux-64,linux-64/genoboo-0.4.19-hd63eeec_0.conda,cf7020505fe034cc2089a6c17998ae1121b041b993ddc8f55aec931ef9b22885,https://github.com/gogepp/genoboo,anaconda:home,False,cf5212b2841d7e425351d643c97b8172f0a931e5,JavaScript,"{""CSS"": 16197, ""CoffeeScript"": 170747, ""HTML"": 73410, ""JavaScript"": 957317, ""Makefile"": 159, ""SCSS"": 11508, ""Shell"": 3170, ""TypeScript"": 13081}",gogepp.genoboo,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,UNSUPPORTED_PRIMARY_LANGUAGE,metadata_interface_reviewed,
38,perl-types-serialiser,513715,Simple data types for common serialisation formats,1.01,pl5321hdfd78af_0,noarch,noarch/perl-types-serialiser-1.01-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
39,perl-io-zlib,509361,IO:: style interface to Compress::Zlib,1.15,pl5321hdfd78af_1,noarch,noarch/perl-io-zlib-1.15-pl5321hdfd78af_1.tar.bz2,771a44b338cac68a22893897450222b886e24bbb291b014897d561f2ba3b588f,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
40,r-saige,502600,"SAIGE is an R package with Scalable and Accurate Implementation of Generalized mixed model (Chen, H. et al. 2016)",1.3.1,r44h38d2662_4,linux-64,linux-64/r-saige-1.3.1-r44h38d2662_4.conda,da92df26954783b4ca67da333eb96d63a986fa544e3434030af6dee7487930d6,https://github.com/weizhouUMICH/SAIGE,anaconda:dev_url,False,a41727267cb5f843a4446e4d4809cafc72687a5d,R,"{""C++"": 281066, ""CMake"": 1164, ""CSS"": 1335, ""HTML"": 2664, ""R"": 412072, ""Roff"": 128419, ""Shell"": 107781}",weizhouumich.saige,createSparseGRM.R;extractNglmm.R;step1_fitNULLGLMM.R;step2_SPAtests.R,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:createSparseGRM.R"", ""bioconda-meta.yaml:test.commands:extractNglmm.R"", ""bioconda-meta.yaml:test.commands:step1_fitNULLGLMM.R"", ""bioconda-meta.yaml:test.commands:step2_SPAtests.R""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,PRIMARY_LANGUAGE_R,metadata_interface_reviewed,
41,freebayes,480655,Bayesian haplotype-based polymorphism discovery and genotyping.,1.3.10,hbefcdb2_0,linux-64,linux-64/freebayes-1.3.10-hbefcdb2_0.tar.bz2,9a341d8f232bc6b0482b3583f3e9f1b138116a5b0a6280db40e3d812abc7e2b9,https://github.com/freebayes/freebayes,anaconda:dev_url,False,6957c3cea3aea52e70a04bd2de69f690f59e97cd,C++,"{""Assembly"": 10112, ""BibTeX Style"": 31692, ""C"": 70008, ""C++"": 3974454, ""Makefile"": 105, ""Meson"": 7939, ""Perl"": 763, ""Python"": 40487, ""R"": 1034, ""Scheme"": 10548, ""Shell"": 25117, ""TeX"": 67446}",freebayes.freebayes,freebayes,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:freebayes"", ""repository:README:documented-command""]",UNKNOWN,report/plot,UNKNOWN,True,17,True,,metadata_interface_reviewed,
42,abyss,476550,"Assembly By Short Sequences - a de novo, parallel, paired-end short read sequence assembler.",2.3.10,h4a2768f_3,linux-64,linux-64/abyss-2.3.10-h4a2768f_3.conda,41add87936748c59376a0fc3d2d86e8beb993657d7bba05c5e3104556e398a50,https://github.com/bcgsc/abyss,anaconda:dev_url,False,82ab61922c3c2fdd32372de2c470f8217c109284,C++,"{""C"": 259700, ""C++"": 1760966, ""Dockerfile"": 786, ""Haskell"": 19033, ""M4"": 43521, ""Makefile"": 80034, ""Perl"": 13569, ""Shell"": 14757}",bcgsc.abyss,ABYSS;ABYSS-P;abyss,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:ABYSS"", ""bioconda-meta.yaml:test.commands:ABYSS-P"", ""repository:README:documented-command""]",FASTA,FASTA,UNKNOWN,True,18,True,,metadata_interface_reviewed,
