candidate_rank,package_name,download_count,summary,package_version_at_cutoff,package_build_at_cutoff,package_subdir,artifact_basename,artifact_sha256,repository_url,repository_mapping_source,repository_archived,snapshot_commit,primary_language,languages_json,upstream_project_id,executable_candidate,executable_confidence,interface_status,interface_evidence_json,input_families,output_families,data_requirement,provisionally_eligible,eligible_sequence,first_200_eligible,exclusion_code,review_status,notes
487,perl-math-cdf,46909,Generate probabilities and quantiles from several statistical probability functions,0.1,pl5321h7b50bb2_11,linux-64,linux-64/perl-math-cdf-0.1-pl5321h7b50bb2_11.tar.bz2,1634b9e1c36d9fd851549b711c333444081cb00f52577107022fe319dddd05a1,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
488,kmer-jellyfish,46880,"Jellyfish is a tool for fast, memory-efficient counting of k-mers in DNA. A k-mer is a substring of length k, and counting the occurrences of all such substrings is a central step in many analyses of DNA sequence",2.3.1,py310pl5321h184ae93_6,linux-64,linux-64/kmer-jellyfish-2.3.1-py310pl5321h184ae93_6.tar.bz2,80261606d70182730d2c0abc683a61321c97735b4b0780640addeb551cb3fd29,https://github.com/gmarcais/Jellyfish,anaconda:dev_url,False,43b1ab27abdb8c9399c386cc998bb9fd33648412,C++,"{""C++"": 1849804, ""M4"": 67949, ""Makefile"": 16737, ""Perl"": 4442, ""Python"": 7133, ""Ruby"": 4568, ""SWIG"": 19261, ""Shell"": 40423}",gmarcais.jellyfish,jellyfish,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:jellyfish""]",UNKNOWN,UNKNOWN,UNKNOWN,True,120,True,,metadata_interface_reviewed,
489,sorted_nearest,46747,Find nearest interval.,0.0.41,py311haab0aaa_0,linux-64,linux-64/sorted_nearest-0.0.41-py311haab0aaa_0.conda,bc61905975e5d75cde762d30961f3a5471b3b9fa50f816b12d987418610d37be,https://github.com/endrebak/sorted_nearest,anaconda:dev_url,False,cbaebfce0412c1fec1eda6279df48b4b741b432b,Cython,"{""C"": 12981, ""Cython"": 87206, ""Python"": 5420, ""Shell"": 694}",endrebak.sorted_nearest,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
490,perl-extutils-cppguess,46727,Guess C++ compiler and flags.,0.27,pl5321h9948957_0,linux-64,linux-64/perl-extutils-cppguess-0.27-pl5321h9948957_0.conda,343d4c3bbb1adc2f1488c077c04ed9e158854efc7e19bfdc9310be92eb5ba94e,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
491,snakemake-wrapper-utils,46663,A collection of utility functions and classes for Snakemake wrappers.,0.8.0,pyhdfd78af_0,noarch,noarch/snakemake-wrapper-utils-0.8.0-pyhdfd78af_0.conda,1686b80613330897958e0106f6283ee7e4d63612eea87d0f44b7a708e5b39bba,https://github.com/snakemake/snakemake-wrapper-utils,anaconda:dev_url,False,f85d8bfcbbfc2275d10b75442c0dd876d081babe,Python,"{""Python"": 18299}",snakemake.snakemake-wrapper-utils,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
492,bioconductor-apeglm,46630,Approximate posterior estimation for GLM coefficients,1.32.0,r45ha27e39d_0,linux-64,linux-64/bioconductor-apeglm-1.32.0-r45ha27e39d_0.conda,1c6e50d74cda70b5e343606f9f863fd3b1ebf0372e30fedcd194d874ef12f96e,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
493,macs2,46285,Model Based Analysis for ChIP-Seq data,2.2.9.1,py310h1fe012e_5,linux-64,linux-64/macs2-2.2.9.1-py310h1fe012e_5.conda,d7e20820c41abed99dbdf5dfac2fcd163b58209ac850d8e9eec78370213743ea,https://github.com/macs3-project/MACS,anaconda:dev_url,False,d49d77f55400e38edc036cca92b1006b51717b2a,Python,"{""C"": 215881, ""C++"": 10635, ""Cython"": 3644, ""Jupyter Notebook"": 704418, ""Makefile"": 1433, ""Python"": 1217735, ""Shell"": 46215}",macs3-project.macs,macs2,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:macs2""]",UNKNOWN,UNKNOWN,UNKNOWN,True,121,True,,metadata_interface_reviewed,
494,bioconductor-biocbaseutils,45698,General utility functions for developing Bioconductor packages,1.12.0,r45hdfd78af_0,noarch,noarch/bioconductor-biocbaseutils-1.12.0-r45hdfd78af_0.conda,cb0dfcc0e376c1f0786461dcfd81f1924306affe237671fedcf215e7044af824,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
495,perl-html-tree,45304,Work with HTML in a DOM-like tree structure,5.07,pl5321hdfd78af_2,noarch,noarch/perl-html-tree-5.07-pl5321hdfd78af_2.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
496,perl-mce,44920,Many-Core Engine for Perl providing parallel processing capabilities,1.902,pl5321hdfd78af_0,noarch,noarch/perl-mce-1.902-pl5321hdfd78af_0.conda,4cca6f26380ab7d2b3e991a2dd48f18db5c1a23dd3e3ba1bfb707e807b87d78c,https://github.com/marioroy/mce-perl,anaconda:home,False,ba76e1d93f9d0a6f15aa5c329cdf692939cba294,Perl,"{""Perl"": 812759}",marioroy.mce-perl,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
497,r-vegan,44919,"Ordination methods, diversity analysis and other functions for community and vegetation ecologists.",,,,,,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,PRIMARY_LANGUAGE_R,metadata_interface_reviewed,
498,perl-importer,44917,Alternative but compatible interface to modules that export symbols.,0.026,pl5321hdfd78af_0,noarch,noarch/perl-importer-0.026-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
499,kallisto,44817,"Quantifying abundances of transcripts from RNA-Seq data, or more generally of target sequences using high-throughput sequencing reads.",0.52.0,h13ff97a_0,linux-64,linux-64/kallisto-0.52.0-h13ff97a_0.conda,e36b5f8c52a00a3b73d6860a3fdbb0ead30b90f3dd7603f557046576f6202955,https://github.com/pachterlab/kallisto,anaconda:dev_url,False,4e9f29cf3b021260415430c057a22469ca081391,C,"{""C"": 4138991, ""C++"": 2285731, ""CMake"": 143069, ""CSS"": 32420, ""Dockerfile"": 1253, ""HTML"": 2681417, ""JavaScript"": 56057, ""Jupyter Notebook"": 2813, ""M4"": 12793, ""Makefile"": 55296, ""Perl"": 32734, ""Python"": 7832, ""Roff"": 20219, ""Scilab"": 2872, ""Shell"": 35814, ""TeX"": 894858, ""VBScript"": 458}",pachterlab.kallisto,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",FASTQ,FASTQ,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
500,r-seurat,44739,"A toolkit for quality control, analysis, and exploration of single cell RNA sequencing data. 'Seurat' aims to enable users to identify and interpret sources of heterogeneity from single cell transcriptomic measurements, and to integrate diverse types of single cell data. See Satija R, Farrell J, Gennert D, et al (2015) <doi:10.1038/nbt.3192>, Macosko E, Basu A, Satija R, et al (2015) <doi:10.1016/j.cell.2015.05.002>, and Butler A and Satija R (2017) <doi:10.1101/164889> for more details.",3.0.2,r36h0357c0b_1,linux-64,linux-64/r-seurat-3.0.2-r36h0357c0b_1.tar.bz2,,https://github.com/satijalab/seurat,anaconda:dev_url,False,79c466c0e61e89aa299ee767fec3b69afda47301,R,"{""C"": 166, ""C++"": 103716, ""R"": 1687628}",satijalab.seurat,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,report/plot,UNKNOWN,False,,False,PRIMARY_LANGUAGE_R,metadata_interface_reviewed,
501,metaeuk,44667,"MetaEuk - sensitive, high-throughput gene discovery and annotation for large-scale eukaryotic metagenomics",,,,,,https://github.com/soedinglab/metaeuk,anaconda:home,False,ccf0362597231d1007356672ebfcc715bf1b7554,C,"{""Batchfile"": 6071, ""C"": 10886931, ""C++"": 5237993, ""CMake"": 100671, ""Cuda"": 668990, ""Dockerfile"": 6399, ""HTML"": 85041, ""Lua"": 1647, ""Makefile"": 93806, ""Meson"": 26655, ""Perl"": 533, ""Python"": 63203, ""Roff"": 22424, ""Shell"": 272677, ""Starlark"": 10371}",soedinglab.metaeuk,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",GFF,GFF,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
502,sortmerna,44629,"SortMeRNA is a biological sequence analysis tool for filtering, mapping and OTU-picking NGS reads.",4.3.7,hdbdd923_1,linux-64,linux-64/sortmerna-4.3.7-hdbdd923_1.tar.bz2,d4c6ca478627fe0f05e852aebce95586d6333a80eca87dce6c36369a3f05f82a,https://github.com/sortmerna/sortmerna,anaconda:dev_url,False,ada584640f7ef08772be8263398fb054ab808696,C++,"{""C"": 422406, ""C++"": 644290, ""CMake"": 20718, ""Dockerfile"": 1367, ""Go Template"": 1305, ""Jinja"": 167909, ""Python"": 142445, ""Shell"": 2779}",sortmerna.sortmerna,sortmerna,explicit_metadata,confirmed_end_user_cli,"[""repository:README:documented-command""]",UNKNOWN,UNKNOWN,UNKNOWN,True,122,True,,metadata_interface_reviewed,
503,tabixpp,44390,"A C++ wrapper around the tabix project, a generic indexer for TAB-delimited genome position files.",1.1.2,hbefcdb2_4,linux-64,linux-64/tabixpp-1.1.2-hbefcdb2_4.tar.bz2,0a5296a402841f5a567db78eacc7d3438ab9e727530086b9fcedd68a6a0421c0,https://github.com/ekg/tabixpp,anaconda:home,False,0f551948d6a6dd10f710161c812614948a36e9ef,C++,"{""C++"": 7564, ""Makefile"": 2652, ""Scheme"": 2095}",ekg.tabixpp,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",FASTA,FASTA,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
504,mygene,44142,Python Client for MyGene.Info services.,3.2.2,pyh5e36f6f_0,noarch,noarch/mygene-3.2.2-pyh5e36f6f_0.tar.bz2,,https://github.com/suLab/mygene.py,anaconda:home,False,70cc12dcc9c39aa86e0a9484f781a230cc346e8a,Python,"{""Python"": 34482}",sulab.mygene.py,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
505,perl-test-differences,43947,Test strings and data structures and show differences if not ok,0.69,pl5321hdfd78af_0,noarch,noarch/perl-test-differences-0.69-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
506,fsnviz,43921,Tool for plotting gene fusion events detected by various tools using Circos.,0.3.0,pyhdfd78af_6,noarch,noarch/fsnviz-0.3.0-pyhdfd78af_6.tar.bz2,,https://github.com/bow/fsnviz,anaconda:home,,,,{},bow.fsnviz,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,report/plot,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,Mapped GitHub repository was unavailable
507,bioconductor-decontam,43807,Identify Contaminants in Marker-gene and Metagenomics Sequencing Data,1.30.0,r45hdfd78af_1,noarch,noarch/bioconductor-decontam-1.30.0-r45hdfd78af_1.conda,09eae616be98db82b562ac6a52d77d6b8ecdd1b7450261712911b6034c7f172e,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
508,pyranges,43697,Performant Pythonic GenomicRanges.,0.1.4,pyhdfd78af_0,noarch,noarch/pyranges-0.1.4-pyhdfd78af_0.tar.bz2,754aaf7640b8bb88cd0094d11dfb46ba35e6165d3f5aef45610364e1b1a721bc,https://github.com/endrebak/pyranges,anaconda:dev_url,False,5aec3abe6be3ebf10b9591f7b2719713ab13c65b,Python,"{""CSS"": 150, ""Python"": 566533, ""R"": 360}",endrebak.pyranges,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
509,bioconductor-complexheatmap,43262,Make Complex Heatmaps,2.26.1,r45hdfd78af_0,noarch,noarch/bioconductor-complexheatmap-2.26.1-r45hdfd78af_0.conda,2fd416110d805893c7c4c73351f12823b56d4eb6d44184de28571949ac126dbd,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
510,perl-file-chdir,43163,,0.1010,pl5321hdfd78af_3,noarch,noarch/perl-file-chdir-0.1010-pl5321hdfd78af_3.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
511,perl-test-exception,43162,Test exception-based code,0.43,pl5321hdfd78af_3,noarch,noarch/perl-test-exception-0.43-pl5321hdfd78af_3.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
512,perl-algorithm-diff,43121,Compute `intelligent' differences between two files / lists but use the old (<=0.59) interface.,1.1903,pl5321hdfd78af_3,noarch,noarch/perl-algorithm-diff-1.1903-pl5321hdfd78af_3.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
513,perl-text-diff,43030,Perform diffs on files and record sets,1.45,pl5321hdfd78af_1,noarch,noarch/perl-text-diff-1.45-pl5321hdfd78af_1.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
514,perl-test-deep,42998,Extremely flexible deep comparison,1.130,pl5321hdfd78af_0,noarch,noarch/perl-test-deep-1.130-pl5321hdfd78af_0.tar.bz2,,https://github.com/rjbs/Test-Deep,anaconda:home,False,2fc6f4674ea76a0a5a94b4bef20f9fbdd56cb664,Perl,"{""Perl"": 133196}",rjbs.test-deep,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
515,perl-sub-uplevel,42735,apparently run a function in a higher stack frame,0.2800,pl5321hec16e2b_4,linux-64,linux-64/perl-sub-uplevel-0.2800-pl5321hec16e2b_4.tar.bz2,,https://github.com/dagolden/Sub-Uplevel,anaconda:home,False,f2ff838c458199f0eea36576c3e78ea8ea224447,Perl,"{""Perl"": 25657}",dagolden.sub-uplevel,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
516,perl-test-warn,42688,Perl extension to test methods for warnings,0.36,pl5321hdfd78af_2,noarch,noarch/perl-test-warn-0.36-pl5321hdfd78af_2.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
517,ncbi-amrfinderplus,42495,AMRFinderPlus finds antimicrobial resistance and other genes in protein or nucleotide sequences.,4.2.7,hf69ffd2_0,linux-64,linux-64/ncbi-amrfinderplus-4.2.7-hf69ffd2_0.conda,9c7799d9484c88701e15148ed6c983db12608628e62a8bc2cd8ede2b63ca96ae,https://github.com/ncbi/amr,anaconda:dev_url,False,4eea357b0ab2721a172cfe1650def40b1e5d398b,C++,"{""C++"": 819563, ""Makefile"": 7755, ""Shell"": 4526}",ncbi.amr,amrfinder_update,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:amrfinder_update""]",UNKNOWN,UNKNOWN,UNKNOWN,True,123,True,,metadata_interface_reviewed,
518,bioconductor-multiassayexperiment,42392,Software for the integration of multi-omics experiments in Bioconductor,1.36.1,r45hdfd78af_0,noarch,noarch/bioconductor-multiassayexperiment-1.36.1-r45hdfd78af_0.conda,c963b049dc3d9e1cf2eba1b85f709d5def504d5c346a0906f4e25aaa47623c41,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
519,kaiju,42284,Fast and sensitive taxonomic classification for metagenomics,1.10.1,h5ca1c30_3,linux-64,linux-64/kaiju-1.10.1-h5ca1c30_3.conda,92159f922aa34606263f7719b09238ca77163a8789fd56db55f14f8dbf855d75,https://github.com/bioinformatics-centre/kaiju,anaconda:dev_url,False,9b70819cf119b0874ab9b0100ed36b1fff41b7ea,C,"{""C"": 1533939, ""C++"": 262702, ""Makefile"": 5594, ""Perl"": 1927, ""Shell"": 24936}",bioinformatics-centre.kaiju,kaiju,explicit_metadata,confirmed_end_user_cli,"[""repository:README:documented-command""]",UNKNOWN,UNKNOWN,UNKNOWN,True,124,True,,metadata_interface_reviewed,
520,jcvi,42266,"Python utility libraries on genome assembly, annotation, and comparative genomics.",1.6.6,py312hfcd9dac_0,linux-64,linux-64/jcvi-1.6.6-py312hfcd9dac_0.conda,85bdc96ecd5e7b489cfdb2f56c8bc2a75f4c3b20ca3aad267880f0b2fc670a35,https://github.com/tanghaibao/jcvi,anaconda:dev_url,False,6e8e10b736be6e7ec111bc865f797ee9ec62ed6d,Python,"{""Cython"": 10434, ""Dockerfile"": 1144, ""Makefile"": 445, ""Python"": 2554861}",tanghaibao.jcvi,jcvi,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:jcvi"", ""repository:README:documented-command"", ""repository:pyproject.toml:declared-executable:jcvi""]",FASTA;GFF,FASTA;GFF,UNKNOWN,True,125,True,,metadata_interface_reviewed,
521,perl-scope-guard,42076,,0.21,pl5321hdfd78af_3,noarch,noarch/perl-scope-guard-0.21-pl5321hdfd78af_3.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
522,perl-sub-info,41688,Tool for inspecting subroutines.,0.002,pl5321hdfd78af_1,noarch,noarch/perl-sub-info-0.002-pl5321hdfd78af_1.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
523,bioconductor-decipher,41486,"Tools for curating, analyzing, and manipulating biological sequences",3.6.0,r45h01b2380_0,linux-64,linux-64/bioconductor-decipher-3.6.0-r45h01b2380_0.conda,8d363551528719650bda5a197d83a65e50dee43fdbad710772b32d698e13fc83,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
524,perl-test-needs,41440,Skip tests when modules not available,0.002009,pl5321hdfd78af_0,noarch,noarch/perl-test-needs-0.002009-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
525,mummer,41340,MUMmer is a system for rapidly aligning entire genomes,3.23,pl5321h503566f_21,linux-64,linux-64/mummer-3.23-pl5321h503566f_21.tar.bz2,b291797c1c7ccb65dd1708296ba0888c350b75faab4f977cbb88b85111a01628,,,,,,{},,delta-filter;dnadiff;mapview;mummer;mummerplot;nucmer;promer;show-aligns;show-coords;show-diff;show-snps;show-tiling,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:delta-filter"", ""bioconda-meta.yaml:test.commands:dnadiff"", ""bioconda-meta.yaml:test.commands:mapview"", ""bioconda-meta.yaml:test.commands:mummer"", ""bioconda-meta.yaml:test.commands:mummerplot"", ""bioconda-meta.yaml:test.commands:nucmer"", ""bioconda-meta.yaml:test.commands:promer"", ""bioconda-meta.yaml:test.commands:show-aligns"", ""bioconda-meta.yaml:test.commands:show-coords"", ""bioconda-meta.yaml:test.commands:show-diff"", ""bioconda-meta.yaml:test.commands:show-snps"", ""bioconda-meta.yaml:test.commands:show-tiling""]",FASTA,FASTA,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
526,gatk,41272,"The full Genome Analysis Toolkit (GATK) framework, license restricted.",3.8,hdfd78af_12,noarch,noarch/gatk-3.8-hdfd78af_12.tar.bz2,905ad92d803d764454628f5b53e70d0decedf0074d6f18a30111c0bb544de4f5,,,,,,{},,GenomeAnalysisTK;gatk3,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:GenomeAnalysisTK"", ""bioconda-meta.yaml:test.commands:gatk3""]",FASTA,FASTA,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
527,openstructure,41046,Open-Source Computational Structural Biology Framework.,2.11.1,py310ha43eca2_3,linux-64,linux-64/openstructure-2.11.1-py310ha43eca2_3.conda,7172bb6ed3a2b8020baa3ddc77621977f15ee00b56916720facc72752bd6dd05,,,,,,{},,lddt;molck;ost,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:lddt"", ""bioconda-meta.yaml:test.commands:molck"", ""bioconda-meta.yaml:test.commands:ost""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
528,sourmash,41037,"Quickly search, compare, and analyze genomic and metagenomic data sets.",4.9.4,hdfd78af_0,noarch,noarch/sourmash-4.9.4-hdfd78af_0.tar.bz2,e5f77851c066e79ab1d35a9cf8e7529460803800c7496c3e491cf00b1eb717ef,https://github.com/sourmash-bio/sourmash,anaconda:dev_url,False,1536112db54a97e5a23ec184455c6e49e40ffcaa,Python,"{""C"": 21242, ""Makefile"": 1490, ""Nix"": 5416, ""Python"": 2689313, ""RenderScript"": 1, ""Rust"": 568478, ""Shell"": 511, ""TeX"": 3564}",sourmash-bio.sourmash,sourmash,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:sourmash"", ""repository:README:documented-command"", ""repository:pyproject.toml:declared-executable:sourmash""]",UNKNOWN,UNKNOWN,UNKNOWN,True,126,True,,metadata_interface_reviewed,
529,bioconductor-mzr,41005,"parser for netCDF, mzXML and mzML and mzIdentML files (mass spectrometry data)",2.44.0,r45ha27e39d_0,linux-64,linux-64/bioconductor-mzr-2.44.0-r45ha27e39d_0.conda,84ccd6eea41156f2bda02269455b8fa40e6719c2be2de09e155f07add7c62d75,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
530,bedops,40705,High-performance genomic feature operations.,2.4.42,hd6d6fdc_1,linux-64,linux-64/bedops-2.4.42-hd6d6fdc_1.tar.bz2,532d554aa3184561283c0671ac18ec9394ce669e95d35e5ba991af9dc8cb22cd,https://github.com/bedops/bedops,bioconda:source_url,False,009c10c0d11a2c7bc8f33e087d591574d04ae94c,C,"{""C"": 1348472, ""C++"": 862098, ""Dockerfile"": 1770, ""Java"": 6282, ""Makefile"": 180180, ""Perl"": 17866, ""Python"": 91231, ""Rich Text Format"": 2301, ""Shell"": 152728}",bedops.bedops,bedops;gtf2bed,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:bedops"", ""bioconda-meta.yaml:test.commands:gtf2bed""]",UNKNOWN,UNKNOWN,UNKNOWN,True,127,True,,metadata_interface_reviewed,
531,kmc,40699,Tools for efficient k-mer counting and filtering of reads based on k-mer content.,3.2.4,h5ca1c30_4,linux-64,linux-64/kmc-3.2.4-h5ca1c30_4.tar.bz2,d6b50d2fbce37d351922fd9d3feb3ea20a6de4ccdbc63b6e5899c9724bcee192,https://github.com/refresh-bio/kmc,anaconda:dev_url,False,00f126469e43762632edd33b9235be1777c8b1d2,C++,"{""Batchfile"": 60, ""C"": 5199, ""C++"": 1607132, ""Makefile"": 5481, ""Python"": 26523, ""Shell"": 163}",refresh-bio.kmc,kmc,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:kmc"", ""repository:README:documented-command""]",UNKNOWN,UNKNOWN,UNKNOWN,True,128,True,,metadata_interface_reviewed,
532,perl-svg,40632,Perl extension for generating Scalable Vector Graphics (SVG) documents,2.87,pl5321hdfd78af_0,noarch,noarch/perl-svg-2.87-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
533,coreutils,40626,"The GNU Core Utilities are the basic file, shell and text manipulation utilities of the GNU operating system. These are the core utilities which are expected to exist on every operating system.",8.25,1,linux-64,linux-64/coreutils-8.25-1.tar.bz2,,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
534,pybiolib,40285,BioLib Python Client.,1.4.262,pyhdfd78af_0,noarch,noarch/pybiolib-1.4.262-pyhdfd78af_0.conda,d75c99d580d48637245c7bc0c61b471948b089b63fc471ebb73bba2f5df0cb29,,,,,,{},,biolib,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:biolib""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
535,medaka,40245,A tool to create consensus sequences and variant calls from nanopore sequencing data using neural networks.,2.2.2,py312h3050eb1_0,linux-64,linux-64/medaka-2.2.2-py312h3050eb1_0.conda,8cca1d7aca2e6f2caef04fdec9e94a025467e347cd3671d7490464126e449d9b,https://github.com/nanoporetech/medaka,anaconda:dev_url,False,293b33dbf168935aee4d5b2f3e1a92f4a54e409f,Python,"{""C"": 132567, ""C++"": 14396, ""Makefile"": 9056, ""Python"": 846594, ""Shell"": 22353}",nanoporetech.medaka,medaka,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:medaka"", ""repository:README:documented-command""]",VCF,VCF,UNKNOWN,True,129,True,,metadata_interface_reviewed,
